emoNormal001,] # ] _ # _ ] _ #
emoNormal002,_ [ _ _ ] _ _ _ _ # _ [ _ _ _ _ _ _ ] _ # _ [ _ _ _ _ _ ] _ #
emoNormal003,_ ] _ _ _ _ _ _ _ _ _ # _ [ _ _ _ # _ [ _ _ _ _ _ _ ] _ # _ [ ] _ # _ [ ] _ #
emoNormal004,_ [ _ ] _ _ _ _ # _ ] _ # _ ] _ # _ [ _ _ _ _ # _ [ _ _ _ _ #
emoNormal005,_ ] _ _ _ _ _ # _ ] _ _ _ _ _ _ _ _ # _ [ _ _ ] _ _ _ _ _ # [ _ _ _ # _ [ _ _ _ _ _ _ _ # _ [ _ _ _ _ _ _ _ # _ [ _ ] _ #
emoNormal006,_ [ _ _ _ _ _ _ # _ [ _ _ # ] # [ ] _ _ _ _ _ # _ [ _ _ _ _ ] _ _ _ _ # [ _ _ _ _ _ # [ _ _ _ _ _ _ ] _ _ _ _ # _ [ _ _ _ _ # ] _ _ _ _ # _ [ _ _ _ ] _ _ _ _ _ # [ _ _ _ _ _ _ _ ] _ #
emoNormal007,_ ] _ _ _ # _ ] _ _ _ # _ [ _ _ _ ] _ _ _ _ # ] _ _ _ # _ [ _ ] # ] _ _ #
emoNormal008,_ ] _ _ _ # _ ] _ _ # _ [ _ _ _ _ _ ] _ # _ ] _ _ # _ [ _ _ _ ] _ #
emoNormal009,_ ] _ _ _ _ _ # _ [ _ _ _ _ _ _ ] _ _ _ # _ [ _ _ ] _ #
emoNormal010,_ ] _ _ _ # [ _ _ _ _ _ # [ _ _ _ # _ ] _ _ _ _ _ _ #
emoNormal011,[ _ _ _ _ _ _ ] _ _ _ _ # _ ] _ _ _ _ # ] _ _ _ _ _ # _ [ _ _ _ _ _ # _ ] _ # _ [ _ # _ [ _ _ _ _ _ # _ ] _ _ # _ [ _ ] _ _ _ # _ ] _ _ _ _ _ # _ [ _ ] _ _ _ # [ _ _ _ _ _ ] _ #
emoNormal012,_ ] _ _ _ # _ [ # _ ] _ _ _ _ _ _ # _ [ _ _ _ _ _ _ ] _ _ _ # _ [ _ _ _ _ _ _ _ _ _ #
emoNormal013,_ [ _ # [ _ _ _ _ _ _ _ ] _ _ _ _ _ # _ [ _ _ _ _ _ ] _ # _ [ _ # _ [ _ #
emoNormal014,_ ] _ _ _ _ _ _ _ # _ [ _ _ _ _ _ ] _ _ _ _ # _ [ _ _ _ _ _ # _ [ _ ] _ # _ ] # _ [ _ _ _ _ _ # _ [ _ _ _ # _ ] _ #
emoNormal015,_ ] # _ ] _ _ _ # _ [ _ # [ _ _ _ _ # _ [ _ _ _ _ _ _ # _ [ _ _ ] _ _ _ _ _ # _ [ _ _ _ _ _ _ _ ] _ _ _ _ #
emoNormal016,_ [ _ _ _ ] _ # _ ] _ _ _ # _ [ _ _ ] _ # _ ] _ _ _ _ _ # _ [ _ ] _ _ #
emoNormal017,] # _ ] _ _ _ # _ [ _ _ _ _ #
emoNormal018,_ ] _ _ _ _ _ # _ ] _ _ _ # _ [ _ ] _ _ # [ _ _ _ _ # _ [ _ #
emoNormal019,_ [ _ _ _ _ ] _ _ _ _ # _ ] _ _ _ _ _ _ # _ [ _ _ _ _ # _ [ _ _ _ _ _ # _ [ _ _ _ # _ ] _ _ _ _ _ _ _ _ #
emoNormal020,_ ] _ _ _ _ # _ [ _ _ #
emoNormal021,_ [ _ _ _ _ _ # _ [ _ _ _ _ _ ] _ _ _ _ _ # _ [ _ _ _ ] #
emoNormal022,_ ] _ _ _ # _ ] # _ ] _ _ # _ [ _ #
emoNormal023,_ [ _ _ _ _ _ # [ _ _ _ _ # [ _ _ # ] _ _ _ # _ ] _ _ _ # _ [ _ _ _ _ _ _ _ [ _ # _ [ _ # _ [ _ _ _ _ _ # _ [ _ _ _ _ # _ ] _ #
emoNormal024,_ ] _ _ _ # _ [ _ _ _ _ # ] _ _ _ _ _ # _ ] _ #
emoNormal025,_ [ _ # _ [ _ _ _ _ # _ [ _ _ _ _ _ _ # _ [ _ _ _ _ _ _ # _ [ _ # _ [ _ _ _ _ _ _ _ # _ [ _ _ _ _ _ _ # _ [ _ # _ [ _ # _ ] _ _ #
emoNormal026,_ [ _ _ _ _ _ # ] _ _ _ # _ [ _ _ _ _ _ _ _ ] _ _ _ _ # _ [ _ _ _ _ ] _ _ # [ _ ] _ #
emoNormal027,_ ] _ _ _ _ _ # _ [ _ _ _ _ ] _ _ _ # [ _ _ _ # [ _ _ # _ [ _ ] # _ [ _ _ _ _ _ _ _ ] _ _ _ _ # _ [ _ _ _ _ _ _ _ _ _ _ ] _ #
emoNormal028,_ ] _ _ _ _ _ # _ [ _ ] _ _ _ # _ [ _ _ _ _ _ _ _ _ _ _ ] _ # [ _ _ _ _ ] _ _ _ ?
emoNormal029,_ [ _ _ _ _ _ # [ _ ] _ _ _ # _ [ _ _ _ _ _ # _ ] _ _ _ _ _ _ # _ ] _ _ _ _ # _ ] _ _ # _ ] _ _ # ] #
emoNormal030,[ _ ] _ _ _ # _ [ _ _ _ _ _ # _ [ _ _ _ _ _ ] _ # [ _ ] _ _ # _ ] _ _ # [ _ _ _ _ _ _ _ _ _ ] _ # _ [ _ _ _ _ _ ] #
emoNormal031,_ ] _ _ _ _ _ # _ [ _ # _ ] _ _ _ _ # [ _ _ ] _ _ _ # _ [ _ # _ [ _ _ _ _ # _ [ _ _ # _ ] _ #
emoNormal032,_ ] _ _ _ # _ ] _ _ _ _ _ _ _ # _ ] _ _ _ _ _ # ] _ _ _ _ _ _ # _ [ _ _ _ _ _ # _ [ _ _ _ _ # _ [ _ _ _ _ _ # _ [ _ _ _ _ _ #
emoNormal033,_ ] _ _ _ _ # [ _ _ _ ] _ _ # _ ] _ _ _ # _ [ _ _ _ _ _ # _ [ _ _ _ _ _ _ _ _ _ _ _ ] _ _ _ _ # _ [ _ _ # _ [ _ _ _ _ #
emoNormal034,_ [ _ _ _ _ _ _ _ # _ [ _ # _ [ _ _ _ _ _ _ # _ [ _ _ _ _ _ # _ ] _ _ _ # _ [ _ ] _ _ #
emoNormal035,_ ] _ _ _ _ _ # _ [ _ _ _ _ _ # [ ] _ # _ [ _ _ # _ ] _ _ _ _ _ # _ ] _ _ # [ _ _ #
emoNormal036,_ ] _ _ _ # _ ] _ _ _ _ _ # _ [ _ _ _ _ _ _ # _ [ _ _ _ # _ [ _ _ _ _ _ # _ [ _ _ _ _ #
emoNormal037,_ [ _ _ _ _ _ # _ [ _ # _ ] _ _ # _ [ _ _ _ _ ] _ _ # _ [ _ ] _ _ #
emoNormal038,_ ] _ _ _ _ # _ [ _ ] _ _ _ # _ [ _ _ # _ [ _ ] _ _ # _ [ _ _ _ _ _ _ _ _ ] _ # _ ] _ _ _ _ # _ [ _ ] _ # _ ] _ _ _ _ #
emoNormal039,[ _ _ _ ] _ _ _ _ # _ [ _ _ _ _ _ _ _ _ _ ] _ _ # [ _ _ _ _ ] _ _ _ _ _ # _ ] _ _ _ # [ _ ] _ _ _ _ _ # _ [ _ _ _ _ _ ] _ _ _ # _ [ _ # [ _ ] _ #
emoNormal040,_ [ _ _ _ _ _ _ _ _ _ _ ] _ _ _ # _ [ _ _ ] _ _ # _ [ _ _ # _ [ _ _ _ _ _ ] _ # _ [ _ _ _ _ _ ] _ _ _ _ _ _ _ _ _ ?
emoNormal041,_ ] _ _ _ _ _ _ # [ _ _ _ _ _ # _ [ _ _ _ _ _ _ _ _ ] _ _ _ _ _ _ _ # _ [ _ _ _ _ ] _ #
emoNormal042,_ ] _ _ _ _ # _ [ _ _ _ _ _ # _ [ _ _ _ _ _ ] _ _ # _ [ _ _ _ _ _ _ _ # _ [ _ ] _ _ _ _ _ # _ [ _ ] _ # [ _ _ _ _ # _ [ _ ] _ #
emoNormal043,_ [ _ ] _ # _ [ _ _ _ # _ [ _ _ _ _ _ # _ [ _ ] # _ [ _ _ _ ] _ _ # _ ] _ _ # _ [ _ _ _ _ _ # ] _ _ _ # [ _ _ _ # _ [ ] _ _ _ _ _ _ _ # [ _ _ _ # _ [ _ # _ [ _ _ _ _ # [ _ #
emoNormal044,_ [ _ _ _ _ _ _ _ _ ] _ # _ [ _ _ _ _ _ _ _ ] _ _ _ _ # _ [ _ _ _ # _ [ ] _ #
emoNormal045,_ ] _ _ _ _ _ # _ [ _ _ _ _ _ _ # _ [ _ _ _ _ # _ [ _ ] _ _ # [ _ ] _ _ _ # _ [ _ _ _ ] _ _ _ _ _ # _ [ _ _ _ _ _ # _ [ _ _ _ _ # [ _ ] _ _ # [ _ #
emoNormal046,_ [ _ _ _ ] _ _ _ _ # _ [ _ _ _ _ _ ] _ _ _ _ _ # _ [ _ _ _ _ _ _ _ # _ [ _ _ ] _ # _ [ _ _ _ ] _ # [ _ #
emoNormal047,_ [ _ _ _ # _ ] _ _ _ _ _ # _ [ _ _ _ _ _ _ _ # _ [ _ _ _ _ _ # ] _ # _ ] _ _ _ # ] _ #
emoNormal048,_ [ _ _ _ # _ [ _ _ _ ] _ _ _ _ _ # _ ] _ _ # [ _ ] #
emoNormal049,] _ _ # _ [ _ _ _ _ # _ [ _ ] _ _ # _ [ _ _ _ # [ _ _ ] # [ _ _ _ _ _ _ _ _ # _ ] _ _ _ # _ [ _ ] _ _ _ _ # _ ] _ _ _ _ # _ [ _ _ _ _ # _ [ _ _ _ ] _ _ _ #
emoNormal050,_ [ _ _ _ _ _ # _ ] _ _ _ # _ ] _ # _ ] _ _ # _ [ _ ] _ _ _ _ _ _ _ # _ [ _ _ _ _ _ _ _ _ # _ [ _ _ _ # _ [ _ _ _ _ _ ] _ _ _ _ _ # _ ] _ _ # [ _ #
emoNormal051,_ [ _ _ _ # _ [ _ _ _ _ # _ [ _ _ _ ] _ # _ [ _ _ _ _ _ _ # [ _ _ _ _ _ _ # _ [ _ _ _ _ _ _ _ _ _ # _ [ _ # _ [ _ _ _ _ # [ _ #
emoNormal052,_ ] _ _ _ # _ [ _ _ _ _ _ _ _ _ _ _ ] _ _ # _ ] _ _ _ _ # ] _ # _ [ _ _ _ _ # _ [ _ ] _ _ _ _ _ # _ [ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ ] _ # _ # _ [ _ _ _ _ ] _ _ _ # _ ] _ _ _ #
emoNormal053,_ [ _ ] _ # _ [ _ _ _ _ ] _ _ _ _ _ # _ [ _ # [ _ _ _ # _ [ _ _ _ # _ [ _ # _ [ _ ] _ _ _ _ _ _ _ # _ [ _ _ _ _ _ _ # _ [ _ _ ] _ # _ [ _ _ _ _ _ ] _ _ _ # _ [ _ _ _ _ ] _ # [ _ _ _ _ _ #
emoNormal054,_ ] _ _ _ _ _ _ _ # ] _ # _ [ _ _ ] _ # _ [ _ ] _ _ _ _ # [ _ _ # _ ] _ # _ ] _ _ _ _ _ _ # _ [ _ _ _ _ # _ [ _ # _ [ _ ] _ # _ [ _ ] _ # _ [ _ ] _ #
emoNormal055,_ [ _ # _ [ _ _ _ _ _ _ _ ] _ _ _ _ # _ ] _ _ _ _ # _ ] _ _ _ _ _ # _ [ _ _ _ _ _ _ # [ _ _ _ _ _ ] _ # _ [ _ ] _ # _ ] _ _ _ _ # _ ] _ _ _ _ _ # [ _ _ _ _ # _ ] _ _ _ # _ ] _ _ _ _ _ # _ ] _ _ _ _ #
emoNormal056,_ ] _ _ _ _ # _ ] _ _ _ _ _ # [ _ ] _ # _ [ _ _ _ ] _ _ _ _ _ _ _ # ] _ _ _ _ _ # _ [ _ _ _ _ # ] _ # _ ] _ _ _ # _ ] _ _ _ _ # _ [ _ _ _ _ _ ] _ #
emoNormal057,_ ] _ _ _ _ _ _ _ # [ _ ] _ _ _ # _ [ _ _ _ _ _ _ # _ [ _ _ _ _ _ ] _ _ _ ?
emoNormal058,_ [ _ _ _ _ _ ] _ # _ [ _ _ _ _ _ _ # _ [ _ _ _ ] _ # _ ] _ _ _ _ _ #
emoNormal059,_ [ _ _ _ _ _ _ # _ [ _ _ _ _ ] _ _ _ _ # _ [ _ _ _ _ _ ] _ _ # _ [ _ _ _ _ _ _ # _ [ _ _ _ # _ [ _ _ _ _ _ # _ [ _ # _ [ _ _ _ _ ] _ _ _ _ _ # _ [ _ _ _ _ _ _ _ ] _ _ # _ [ _ _ _ _ _ _ ] _ _ _ _ _ # _ ] _ _ # _ ] _ _ # _ [ _ # _ [ _ ] _ _ _ _ #
emoNormal060,_ [ _ _ ] _ _ # _ [ _ _ _ # _ ] _ # _ [ _ _ # _ [ _ _ _ _ # _ ] _ _ # [ _ _ _ _ _ _ _ # _ [ _ ] _ #
emoNormal061,_ [ _ ] _ _ _ _ _ # _ ] _ _ _ _ _ _ _ _ _ # _ [ _ _ _ _ _ # _ [ _ _ ] _ _ _ _ _ # _ ] _ _ _ # _ [ _ ] _ _ _ # _ [ _ _ _ ] _ _ _ # _ [ #
emoNormal062,_ ] _ _ _ _ _ # _ [ _ _ _ _ _ # _ [ _ _ _ ] _ _ _ # _ [ _ _ ] # _ [ _ ] _ _ _ # _ # _ [ _ # _ [ _ _ _ _ ] _ _ _ # _ [ _ ] _ _ #
emoNormal063,_ [ _ _ _ _ # _ [ _ # _ [ _ _ _ _ _ # _ [ _ ] _ # [ _ ] _ _ _ # _ [ _ _ _ _ _ ] _ _ _ _ # _ [ _ _ ] _ _ _ _ # _ [ _ _ _ _ # [ _ _ _ # [ _ _ _ ] _ # _ [ _ _ _ ] _ _ _ _ # _ ] #
emoNormal064,_ [ _ ] _ _ _ _ # [ _ _ _ _ _ _ _ _ # _ [ _ _ _ _ _ ] _ _ _ # _ [ _ _ # _ [ _ _ _ ] _ _ _ _ _ # _ [ _ _ _ ] _ _ _ # _ [ _ _ _ _ ] _ _ # ] _ # _ [ _ ] _ # _ [ _ _ _ _ ] _ _ _ #
emoNormal065,_ [ _ _ _ _ # [ _ _ _ _ _ # [ _ _ _ # _ [ _ _ # [ _ _ ] # _ ] _ _ # [ _ _ _ _ _ _ ] _ _ _ #
emoNormal066,_ [ _ _ _ _ # ] _ _ _ _ _ _ _ _ _ # [ _ _ _ _ ] _ _ _ # _ [ _ # _ [ _ ] _ #
emoNormal067,_ ] _ _ _ _ _ _ _ _ # _ ] _ _ _ _ _ _ _ # [ _ # _ [ _ _ ] _ _ _ _ _ _ _ _ # _ ] _ _ _ _ _ # _ [ _ _ _ _ _ # _ [ _ _ _ # _ [ _ _ ] _ _ # _ [ _ ] _ # _ [ _ _ _ _ # [ _ _ _ _ _ ] _ _ _ _ # _ [ _ _ _ _ _ _ # _ ] _ _ _ _ _ _ #
emoNormal068,[ _ _ _ _ _ # _ [ _ ] _ # _ [ _ _ _ ] _ _ # _ ] _ _ # _ ] _ _ _ # _ [ _ ] _ _ # _ [ _ ] _ _ _ _ # [ _ _ _ # _ [ _ _ _ ] _ _ _ _ _ # _ [ _ _ _ ] _ _ _ # _ ] _ _ # _ ] _ # _ [ _ _ _ ] _ ?
emoNormal069,_ ] _ _ _ _ _ # _ [ _ _ _ _ ] _ _ _ _ # _ [ _ _ _ ] _ _ # [ _ _ ] _ _ # _ ] _ _ _ _ # _ ] _ _ _ _ _ # [ _ _ _ _ ] _ _ _ _ # _ ] _ _ _ _ # _ [ _ _ _ # _ [ _ _ _ _ _ _ _ _ # _ [ _ _ _ # _ [ _ _ _ ] _ _ _ _ # _ [ _ # _ ] _ _ _ #
